Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response
1982,2,2,0,1,0,4,8,3,19,3,3,8,3,3,0,3,2,0,0,0,0,0,0
1968,2,2,0,2,0,4,17,3,18,3,4,18,2,3,1,2,3,0,0,0,0,0,0
1951,0,2,2,0,1,5,340,108,185,130,38,100,2,6,6,9,1,0,0,0,0,0,0
1975,4,1,0,1,1,4,8,4,15,3,5,3,2,1,0,3,3,0,0,0,0,0,0
1956,1,0,1,0,1,0,154,22,202,39,30,8,5,4,2,9,1,0,0,0,0,0,1
1949,1,4,1,0,1,6,710,15,30,20,0,0,3,11,2,8,3,0,0,0,0,0,1
1959,2,2,0,0,1,2,8,2,4,0,0,1,1,0,0,3,2,0,0,0,0,0,0
1973,0,2,0,1,0,4,2,2,4,13,13,4,1,1,0,4,1,0,0,0,0,0,0
1984,1,2,2,0,0,5,1050,14,322,0,14,112,1,5,11,5,0,1,0,1,1,0,1
1950,0,1,0,0,1,6,19,1,14,3,2,4,1,1,0,3,3,0,0,0,0,0,0
1977,0,0,0,1,0,6,22,0,6,6,2,6,1,1,0,3,3,0,0,0,0,0,0
1976,2,2,0,1,0,9,68,6,38,3,6,41,2,2,2,3,3,0,0,0,0,0,0
1951,0,4,2,0,0,8,344,45,654,104,11,114,2,3,4,10,1,0,0,0,0,0,0
1974,2,2,2,0,1,2,217,38,350,111,85,15,1,4,7,10,0,0,0,0,0,0,0
1968,0,0,0,1,1,5,18,7,34,10,2,3,3,3,0,3,3,0,0,0,0,0,0
1954,0,1,1,0,1,2,69,8,26,12,7,12,2,3,0,4,3,0,0,0,0,0,0
1940,1,0,1,0,0,9,144,0,7,0,0,6,1,3,1,4,2,0,0,0,0,0,0
1976,0,2,1,0,1,1,256,34,103,90,29,49,2,3,3,10,1,0,0,0,0,0,0
1951,0,0,2,0,0,6,483,72,567,94,12,108,1,4,4,10,0,0,0,0,0,0,0
1976,1,1,2,0,0,0,1285,105,653,28,21,0,1,10,4,8,3,0,0,0,0,0,1
1964,1,0,1,0,0,1,338,4,89,11,8,13,1,4,2,9,1,0,0,0,0,0,0
1976,0,1,0,1,0,5,8,0,7,3,1,1,1,1,0,3,2,0,0,0,0,0,0
1956,0,0,1,0,1,5,172,41,86,45,6,27,5,5,3,5,3,1,0,0,0,0,0
1950,1,4,1,1,1,4,67,4,32,17,2,16,3,2,1,4,1,0,0,0,0,0,0
1962,1,4,2,0,0,0,1462,16,128,0,0,160,1,5,3,6,2,0,1,1,0,1,1
1978,0,2,1,1,1,1,20,0,14,7,3,1,3,2,0,4,1,0,0,0,0,0,0
1952,0,0,1,1,1,3,50,4,44,10,10,43,3,3,1,3,4,0,0,0,0,0,1
1966,0,3,1,0,1,2,102,1,15,2,0,24,1,3,0,4,3,0,0,0,0,0,0
1972,0,1,1,0,1,5,381,35,172,56,86,93,2,8,2,10,2,0,0,0,0,0,0
1963,0,1,2,0,1,2,631,43,239,128,76,21,2,6,8,12,1,0,0,0,0,0,0
1949,0,4,2,0,0,6,526,80,553,123,94,53,1,3,10,7,0,0,0,0,1,0,1
1978,2,1,2,0,0,4,913,26,376,17,26,13,1,3,6,11,0,0,1,1,0,0,0
1966,0,3,1,0,1,2,673,0,199,37,47,26,2,6,3,5,1,1,0,0,0,0,0
1983,0,0,1,1,0,2,23,0,9,0,0,12,1,1,0,3,1,1,0,0,0,0,0
1971,0,1,0,1,1,0,199,33,60,8,3,15,5,5,2,5,3,0,0,0,0,0,1
1975,0,2,1,0,1,1,261,23,73,4,23,50,2,6,3,5,3,0,0,0,0,0,0
1971,4,2,1,1,1,7,111,16,37,7,9,18,3,3,1,5,1,0,0,0,0,0,0
1968,1,0,1,1,1,0,58,0,18,2,0,10,4,3,0,4,3,0,0,0,0,0,0
1979,0,2,1,1,0,1,29,1,17,0,3,13,1,2,1,2,3,0,0,0,0,0,1
1984,2,0,0,1,0,5,3,2,12,0,1,9,1,1,0,2,3,1,0,0,0,0,1
1984,0,2,0,1,0,9,28,34,62,11,14,44,3,4,0,4,4,0,0,0,0,0,0
1974,1,3,0,1,0,1,40,3,30,10,7,11,3,3,0,3,4,0,0,0,0,0,1
1962,2,2,1,0,1,0,62,1,44,6,5,22,1,2,1,4,1,0,0,0,0,0,0
1975,0,0,1,1,1,4,280,7,81,20,0,27,8,6,3,5,3,0,0,0,0,0,0
1957,0,1,0,0,1,0,9,0,6,3,1,3,1,0,0,3,2,0,0,0,0,0,0
1978,0,2,1,1,1,4,182,4,33,0,2,42,6,4,1,5,3,0,0,0,0,0,0
1991,0,2,1,0,0,3,83,2,101,64,26,117,1,3,5,3,1,0,0,0,0,0,0
1986,0,2,0,1,0,3,38,15,54,3,8,29,3,3,0,4,3,0,0,0,0,0,0
1956,0,2,1,0,1,3,228,19,130,4,11,51,2,3,3,8,0,0,0,0,0,0,0
1963,1,3,2,0,0,0,1092,37,592,145,37,55,1,5,5,8,1,0,0,0,1,0,1
1971,2,2,1,0,1,8,85,15,27,13,13,21,2,3,1,4,3,0,0,0,0,0,0
1947,2,0,2,0,0,4,1276,24,746,94,29,48,0,9,7,11,1,0,0,1,0,0,1
1958,0,0,2,0,1,7,1017,33,417,108,100,16,1,5,5,5,2,0,1,1,0,0,0
1960,0,1,0,1,1,8,6,2,9,2,1,5,2,1,0,3,3,0,0,0,0,0,0
1980,4,2,2,0,0,0,448,21,125,52,101,62,0,7,6,8,0,1,0,1,1,0,1
1975,0,2,2,0,0,7,504,23,117,179,28,44,1,6,5,4,1,0,0,0,1,0,1
1975,1,1,1,0,1,4,226,22,133,41,31,31,3,4,3,8,1,0,0,0,0,0,0
1973,1,2,0,1,0,3,239,3,141,0,7,23,4,7,1,6,3,1,0,0,0,0,0
1980,4,0,1,0,1,7,90,38,67,33,36,67,1,4,1,6,1,0,0,0,0,0,0
1970,0,0,0,1,0,6,7,2,8,3,2,3,1,1,0,3,2,0,0,0,0,0,0
1967,1,3,0,1,0,3,4,2,5,2,0,0,1,1,0,2,2,0,0,0,0,0,0
1970,0,2,0,1,0,2,16,17,19,20,21,22,3,3,2,2,3,0,0,0,0,0,1
1966,0,0,0,0,0,2,10,3,3,0,0,0,1,0,0,3,1,0,0,0,0,0,0
1972,2,0,1,1,1,0,68,0,16,0,0,8,3,2,0,4,3,0,0,0,0,0,0
1977,0,2,0,0,1,9,35,0,13,2,0,2,2,2,0,3,3,0,0,0,0,0,0
1964,0,3,1,0,1,6,315,0,31,4,0,91,4,5,5,3,3,1,0,0,0,0,0
1959,1,3,1,0,1,7,182,2,49,17,13,20,1,3,1,7,0,0,0,0,0,0,0
1966,1,1,1,0,1,9,561,14,113,10,14,35,3,8,2,10,2,0,0,0,0,0,0
1986,0,0,1,1,0,0,94,1,33,13,12,12,3,4,0,4,3,0,0,0,0,0,0
1958,0,0,1,0,0,3,995,112,417,42,48,41,1,2,9,13,2,0,0,0,0,0,1
1975,4,2,1,1,1,4,11,1,2,2,1,6,1,0,0,3,2,0,0,0,0,0,0
1983,0,2,1,0,0,1,3,3,14,15,21,10,1,2,1,2,4,0,0,0,0,0,1
1967,0,1,0,1,1,8,12,1,16,4,1,3,3,2,0,3,3,0,0,0,0,0,0
1951,0,3,0,1,1,3,17,0,2,0,0,2,2,1,0,3,2,0,0,0,0,0,0
1972,0,1,0,1,2,7,8,0,5,0,3,6,1,0,0,3,3,0,0,0,0,0,0
1978,0,1,0,1,0,4,22,4,17,12,10,13,3,2,0,4,2,0,0,0,0,0,0
1982,2,2,1,1,0,5,14,10,29,4,7,15,1,2,0,3,2,0,0,0,0,0,0
1956,0,2,1,1,1,5,106,27,68,52,7,5,6,4,2,5,2,0,0,0,0,0,0
1952,2,2,2,0,1,2,820,57,242,45,0,11,2,8,3,6,1,0,0,0,0,0,0
1979,2,2,0,1,0,4,13,3,17,7,3,3,2,2,0,4,2,0,0,0,0,0,0
1965,0,1,0,1,1,0,9,1,3,0,4,8,1,0,0,3,2,0,0,0,0,0,0
1953,0,3,0,0,0,2,19,3,6,4,2,12,1,1,0,3,1,0,0,0,0,0,0
1949,2,1,1,0,1,0,520,8,223,32,49,42,4,10,5,7,3,1,0,0,0,0,1
1985,4,1,0,1,0,9,5,17,17,13,14,34,4,2,1,3,4,0,0,0,0,0,0
1947,1,4,1,0,1,8,618,44,215,0,17,36,2,11,8,4,2,1,0,0,0,0,1
1955,0,2,1,0,1,0,315,35,322,46,7,143,3,7,2,11,2,0,0,0,0,0,0
1976,0,2,0,1,0,7,15,1,23,0,5,1,3,3,0,3,3,0,0,0,0,0,0
1984,0,2,1,1,0,8,110,29,92,28,10,145,1,6,2,3,3,1,0,0,0,0,0
1950,0,1,1,0,1,2,208,17,76,36,17,38,2,3,3,7,0,0,0,0,0,0,0
1977,0,2,2,1,1,9,555,82,257,93,61,61,4,10,3,12,2,0,0,0,0,0,0
1951,0,0,1,0,1,2,240,90,216,63,6,24,4,4,4,10,1,0,0,0,0,0,0
1984,0,2,1,1,0,9,11,0,36,15,5,12,1,2,0,3,3,0,0,0,0,0,0
1991,0,0,1,0,0,9,202,47,197,55,42,149,1,5,4,8,1,0,0,0,0,0,0
1981,0,2,0,1,0,1,6,6,15,10,5,2,2,2,0,3,2,0,0,0,0,0,0
1979,2,2,1,1,0,8,37,0,7,3,0,3,1,2,0,3,2,0,0,0,0,0,0
1971,0,2,1,1,0,8,167,37,64,49,34,116,8,4,3,6,3,0,0,0,0,0,0
1970,0,0,1,1,0,7,45,7,99,4,25,43,3,4,1,4,2,0,0,0,0,0,0
1959,0,2,1,0,1,5,129,0,21,0,1,7,1,3,1,4,1,0,0,0,0,0,0
1973,0,2,1,0,0,6,713,0,264,120,80,34,1,7,8,12,1,0,0,1,1,0,0
1947,4,2,2,0,0,0,450,26,535,73,98,26,1,5,6,10,0,0,0,0,0,0,0
1951,0,2,0,1,1,2,22,2,12,0,2,5,1,1,0,3,1,0,0,0,0,0,0
1975,0,0,1,1,1,3,367,4,51,6,4,95,6,7,2,6,3,0,0,0,1,0,0
1959,0,4,2,0,1,4,526,35,214,69,53,35,2,6,3,4,0,0,0,0,0,0,0
1955,2,0,1,1,1,4,51,0,16,0,0,4,2,3,0,3,3,0,0,0,0,0,0
1953,0,1,1,1,1,9,25,0,11,3,0,15,1,1,0,3,1,0,0,0,0,0,0
1965,0,0,0,0,0,5,28,6,27,12,17,39,1,3,0,3,3,0,0,0,0,0,0
1976,1,3,2,0,1,1,532,88,168,69,44,133,3,7,3,13,2,0,0,0,0,0,0
1950,0,2,1,0,1,2,724,17,143,0,8,196,2,9,2,12,3,0,0,0,0,0,0
1969,2,1,1,1,1,5,375,42,48,94,66,96,7,4,10,4,1,0,0,0,0,0,0
1969,0,1,1,1,0,7,39,0,56,20,8,14,3,3,1,3,3,0,0,0,0,0,0
1981,1,0,1,1,0,8,23,0,15,0,2,7,2,3,0,3,2,0,0,0,0,0,0
1982,1,1,2,0,0,5,587,54,348,71,54,130,1,4,4,8,0,0,0,0,0,0,0
1978,0,1,1,1,1,9,29,1,11,0,0,0,2,2,0,3,1,0,0,0,0,0,0
1974,0,2,1,0,1,6,757,80,217,29,80,11,5,9,6,12,2,0,0,0,0,0,0
1948,0,2,1,0,0,4,40,15,15,17,6,7,1,2,1,3,1,0,0,0,0,0,0
1952,1,2,2,0,1,7,1245,33,332,21,33,16,2,4,7,4,3,0,0,0,0,0,0
1984,0,2,0,1,0,9,19,1,20,16,14,28,2,3,0,4,2,0,0,0,0,0,0
1979,0,1,0,1,0,8,16,3,15,2,1,11,1,1,0,3,3,0,0,0,0,0,0
1949,0,1,1,0,1,6,376,4,94,12,9,24,3,6,2,8,2,0,0,0,0,0,0
1969,0,2,0,1,0,5,15,0,11,0,2,9,1,1,1,2,3,0,0,0,0,0,0
1987,1,0,1,0,0,2,124,83,267,85,59,35,2,5,2,11,2,0,0,0,0,0,1
1983,0,2,2,0,0,9,627,120,414,121,80,93,1,9,6,5,2,0,0,0,0,0,0
1970,0,3,1,1,0,1,180,60,241,13,54,54,2,5,5,7,1,0,0,0,0,0,1
1977,2,2,0,1,0,4,14,0,4,0,0,8,1,1,1,2,2,0,0,0,0,0,0
1960,3,4,0,0,0,7,3,3,24,34,7,31,1,2,1,3,2,0,0,0,0,0,0
1971,0,2,1,1,1,8,71,1,16,0,0,9,4,2,1,3,3,0,0,0,0,0,0
1954,2,1,1,0,1,8,161,0,22,0,0,24,2,4,1,4,2,0,0,0,0,0,0
1973,0,2,0,1,0,4,8,26,46,38,9,49,2,3,0,4,3,0,0,0,0,0,0
1955,0,0,1,0,1,9,264,0,21,12,6,147,3,6,1,5,3,0,0,0,0,0,0
1960,0,2,1,0,1,3,293,6,23,13,6,92,4,6,2,5,3,0,0,0,0,0,0
1988,0,2,1,0,0,4,758,12,385,33,89,89,1,9,7,13,1,0,0,0,0,0,0
1943,2,4,1,0,0,7,532,126,490,164,126,126,1,5,5,11,0,0,0,1,0,0,1
1969,0,2,1,0,1,2,656,38,161,62,47,37,3,8,9,7,3,0,0,0,0,0,0
1992,4,2,2,0,0,6,196,25,607,67,17,49,1,4,6,7,0,0,0,0,0,0,0
1959,0,2,2,0,1,0,835,73,380,114,73,43,1,6,9,7,0,0,1,0,0,0,0
1980,0,0,0,1,0,1,16,11,15,2,0,12,2,1,1,4,1,0,0,0,0,0,0
1971,2,2,0,0,1,3,9,1,5,2,1,4,1,0,0,3,1,0,0,0,0,0,0
1974,2,3,1,1,1,0,229,7,140,10,3,11,7,5,1,8,3,0,0,0,0,0,1
1969,3,1,0,0,0,4,0,1,4,15,1,5,1,1,0,2,3,0,0,0,0,0,0
1976,0,1,2,0,1,3,121,24,124,24,15,42,1,4,1,7,0,0,0,0,0,0,0
1949,2,1,1,0,1,0,520,8,223,32,49,42,4,10,5,7,3,1,0,0,0,0,1
1950,1,2,1,1,1,9,26,1,10,2,0,1,1,1,0,3,2,0,0,0,0,0,0
1956,0,0,1,1,1,2,178,4,26,8,4,44,5,4,1,5,2,0,0,0,0,0,0
1976,2,2,2,1,0,6,1486,55,278,49,0,185,2,4,4,10,2,1,0,1,0,0,1
1975,0,2,2,0,1,6,1115,12,128,33,12,76,1,2,3,4,2,0,1,0,0,1,0
1976,2,2,1,1,1,4,29,0,8,2,0,6,1,1,0,3,1,0,0,0,0,0,0
1949,1,1,1,0,1,6,529,0,356,63,28,0,3,6,7,11,1,0,0,0,0,0,0
1984,4,2,0,1,0,0,13,3,8,7,4,16,2,1,0,3,4,0,0,0,0,0,1
1974,1,2,2,0,1,8,934,24,230,16,24,36,2,8,4,6,1,0,1,1,0,0,0
1972,3,2,0,0,0,4,2,7,11,16,12,27,1,2,0,4,2,0,0,0,0,0,0
1986,3,2,0,1,0,0,4,12,5,3,16,17,2,2,0,3,3,0,0,0,0,0,0
1962,2,2,1,0,1,0,62,1,44,6,5,22,1,2,1,4,1,0,0,0,0,0,0
1970,0,3,2,0,1,0,158,35,179,0,0,125,2,7,2,8,2,1,0,0,0,0,1
1949,2,2,1,0,1,2,173,2,39,3,2,47,3,5,1,4,3,0,0,0,0,0,0
1955,0,4,1,1,1,4,189,10,253,56,43,64,6,8,2,7,3,0,0,0,0,0,0
1981,1,1,1,0,0,3,728,17,133,11,8,124,1,7,3,13,2,1,0,0,0,0,0
1953,0,1,0,1,1,6,7,2,9,2,0,2,2,1,0,3,1,0,0,0,0,0,0
1974,2,1,1,0,1,4,35,4,17,7,6,64,1,2,2,2,2,0,0,0,0,0,0
1954,2,2,1,0,1,9,188,3,180,20,3,43,5,7,1,6,3,0,0,0,0,0,0
1969,2,1,1,0,1,8,742,28,152,25,9,57,2,6,8,10,1,0,0,0,0,0,0
1981,4,2,0,1,0,1,0,7,5,26,2,17,2,2,0,3,3,0,0,0,0,0,0
1952,1,1,2,0,1,5,750,71,174,13,10,20,2,6,8,11,0,0,0,0,0,0,0
1962,2,0,2,0,0,9,816,42,450,55,56,154,1,3,10,8,0,0,0,0,0,0,0
1971,0,3,0,1,0,5,5,2,8,2,2,9,1,0,1,2,3,0,0,0,0,0,0
1976,2,1,1,1,0,2,37,5,56,12,8,5,2,3,0,4,3,0,0,0,0,0,0
1976,4,1,0,1,1,7,4,0,4,0,0,5,1,1,0,2,3,0,0,0,0,0,0
1980,0,2,1,0,1,2,99,2,11,4,0,16,3,3,0,4,3,0,0,0,0,0,0
1957,0,1,1,1,1,6,54,0,10,0,0,2,2,1,0,4,2,0,1,0,0,0,0
1972,0,1,2,0,0,9,997,15,414,99,30,76,1,5,6,12,0,0,1,1,0,1,0
1966,0,2,1,0,1,3,356,0,107,19,9,117,2,7,1,8,2,0,0,0,0,0,0
1986,1,2,2,0,0,6,1311,0,359,46,89,17,1,4,3,10,0,0,0,1,0,0,1
1965,1,1,1,0,0,0,890,63,292,0,25,12,4,8,4,7,2,0,0,0,0,0,1
1974,0,1,0,2,1,6,4,0,2,0,0,2,1,1,0,2,3,0,0,0,0,0,0
1976,0,3,0,1,0,8,17,0,14,7,3,2,1,1,0,3,3,0,0,0,0,0,0
1980,3,2,0,1,0,6,1,3,2,20,30,47,3,2,1,2,3,0,0,0,0,0,0
1965,0,2,1,0,1,2,301,11,61,4,7,11,1,8,2,4,3,0,0,0,0,0,0
1969,0,4,1,1,1,3,154,0,50,6,11,37,5,3,4,3,2,1,0,0,0,0,0
1970,0,0,0,1,0,3,2,3,6,4,1,9,1,1,1,2,3,0,0,0,0,0,0
1954,2,3,1,0,1,7,104,12,48,4,12,5,1,2,2,5,0,0,0,0,0,0,0
1966,2,3,0,1,1,1,70,3,37,4,2,64,4,3,2,2,4,0,0,0,0,0,1
1974,0,3,0,1,0,2,2,0,9,3,6,2,1,1,0,3,3,0,0,0,0,0,0
1971,0,2,0,1,1,3,23,2,11,3,1,4,2,2,0,3,2,0,0,0,0,0,0
1968,0,3,1,1,1,7,43,4,12,8,0,27,5,2,1,4,2,0,0,0,0,0,0
1957,0,2,0,0,0,1,4,24,11,16,1,25,1,2,0,4,2,0,0,0,0,0,0
1973,0,0,1,0,1,5,654,7,92,0,15,30,7,9,4,8,2,0,1,1,0,0,0
1957,0,0,2,0,0,1,912,72,170,47,36,97,1,11,3,4,1,0,0,1,0,0,1
1971,1,1,0,1,0,2,25,0,8,0,1,4,1,2,0,2,4,0,0,0,0,0,0
1960,2,1,1,1,2,3,24,4,22,0,2,9,4,3,1,3,2,0,0,0,0,0,0
1973,1,1,1,1,1,3,141,11,114,15,14,5,4,4,1,7,2,0,0,0,0,0,0
1962,1,2,1,0,1,1,71,0,13,3,1,0,2,1,1,4,1,0,0,0,0,0,0
1958,2,2,1,1,1,2,35,1,16,0,1,1,2,2,0,3,3,0,0,0,0,0,0
1976,0,2,0,1,0,8,9,9,11,13,10,16,4,3,1,3,3,0,0,0,0,0,0
1969,0,4,1,1,1,3,154,0,50,6,11,37,5,3,4,3,2,1,0,0,0,0,0
1976,2,1,0,1,0,0,9,1,5,4,5,7,1,1,0,3,3,0,0,0,0,0,0
1983,4,2,0,1,0,1,26,3,23,4,7,3,2,2,0,4,2,0,0,0,0,0,0
1964,4,3,1,1,1,5,77,8,44,10,10,25,5,3,1,4,2,0,0,0,0,0,0
1975,2,1,0,0,1,0,11,2,7,4,2,2,1,1,0,3,1,0,0,0,0,0,0
1955,1,2,1,0,1,5,576,7,115,19,7,7,2,7,4,9,2,0,1,0,0,0,0
1965,0,0,1,0,1,7,89,15,89,34,42,5,1,4,1,6,1,0,0,0,0,0,0
1964,1,2,1,0,1,9,1013,30,399,60,46,153,3,9,10,4,2,0,0,0,0,0,1
1980,0,1,1,1,0,7,224,12,48,4,12,12,1,6,2,4,2,0,0,0,0,0,0
1957,0,1,1,0,1,1,200,19,111,50,15,19,6,5,1,8,2,0,0,0,0,0,0
1949,4,4,2,0,0,6,570,73,614,133,102,73,1,6,5,11,1,0,0,0,1,0,0
1992,3,0,0,1,0,1,1,3,3,8,1,13,2,1,0,3,3,0,0,0,0,0,0
1974,1,0,0,1,0,9,62,1,20,4,0,7,2,2,1,3,3,0,0,0,0,0,0
1990,2,0,2,0,0,9,162,28,818,0,28,56,0,4,3,7,1,1,0,1,1,1,1
1981,0,0,1,1,1,6,23,4,10,0,2,15,1,1,0,3,1,0,0,0,0,0,0
1965,0,0,2,0,1,1,492,5,32,13,5,21,1,9,1,7,2,0,1,0,0,0,0
1970,4,3,1,0,0,7,918,10,129,13,0,129,1,11,3,12,3,0,1,1,0,1,1
1955,0,2,1,0,1,2,626,0,70,0,7,28,2,9,3,8,2,0,1,0,1,0,0
1973,1,6,1,0,1,0,322,3,50,4,3,42,5,7,1,6,3,0,0,0,0,0,0
1955,0,1,1,0,1,8,116,6,82,6,6,41,2,3,1,6,2,0,0,0,0,0,0
1974,0,2,0,1,0,4,22,2,18,0,2,12,3,3,0,3,3,0,0,0,0,0,0
1972,1,2,1,0,1,6,516,0,21,0,0,5,4,8,2,7,3,0,1,0,0,0,0
1964,0,2,1,0,0,9,14,36,11,3,26,35,1,1,1,4,0,0,0,0,0,0,0
1978,3,0,0,1,0,2,2,8,10,12,14,23,3,2,1,3,2,0,0,0,0,0,0
1957,4,2,1,0,1,1,28,0,9,3,0,0,1,1,0,3,1,0,0,0,0,0,0
1972,2,2,2,0,1,2,519,50,167,130,0,41,1,8,3,11,1,0,1,0,0,0,0
1956,1,2,2,0,0,6,611,76,749,59,45,26,1,7,10,6,0,0,0,1,0,0,0
1972,3,2,0,1,0,3,4,9,12,11,2,8,2,1,1,3,1,0,0,0,0,0,0
1983,2,0,2,0,0,3,671,47,655,145,111,15,1,7,5,12,0,0,0,0,0,0,1
1971,0,3,1,1,1,6,23,1,7,0,4,24,1,1,1,2,3,0,0,0,0,0,0
1947,0,2,0,0,0,0,9,1,2,3,2,0,1,0,0,3,2,0,0,0,0,0,0
1957,0,2,2,0,1,6,833,80,363,52,26,174,2,9,5,6,2,1,0,0,0,0,1
1952,2,0,0,1,1,5,12,0,13,4,2,4,4,3,0,3,3,0,0,0,0,0,0
1974,0,0,1,0,0,2,56,7,48,10,2,18,1,3,0,4,3,0,0,0,0,0,0
1973,0,1,1,0,1,6,293,8,124,11,4,106,2,6,6,3,2,1,0,0,0,0,0
1954,0,2,1,1,1,1,297,0,38,13,0,152,7,5,4,4,2,1,0,0,0,0,1
1975,0,2,1,1,1,6,39,1,16,2,0,3,4,3,0,3,3,0,0,0,0,0,0
1990,3,0,0,1,0,7,5,11,16,21,8,45,2,2,2,2,3,0,0,0,0,0,0
1969,0,0,1,0,1,0,266,21,300,65,8,44,4,8,8,6,2,0,0,0,0,0,0
1973,1,6,1,0,1,0,322,3,50,4,3,42,5,7,1,6,3,0,0,0,0,0,1
1978,0,2,2,0,1,8,366,124,156,71,78,54,2,5,5,11,0,0,0,0,0,0,0
1990,0,2,0,0,0,1,32,0,8,23,4,18,1,1,0,4,2,0,0,0,0,0,0
1968,0,0,0,1,1,8,158,0,23,0,0,18,6,3,1,5,3,0,0,0,0,0,0
1980,0,2,1,0,1,1,269,129,495,182,43,29,4,9,3,4,3,0,0,0,0,0,0
1954,0,1,0,1,1,7,41,0,10,0,0,3,4,2,1,3,3,0,1,0,0,0,0
1963,3,1,0,0,1,5,3,3,3,15,4,15,1,1,0,3,2,0,0,0,0,0,0
1963,0,3,1,1,1,2,33,0,5,0,0,15,2,1,1,2,1,0,0,0,0,0,0
1955,4,3,1,0,1,3,302,29,131,32,0,27,6,8,1,7,3,0,0,0,0,0,0
1981,0,1,2,0,0,4,519,71,860,93,27,53,1,6,2,9,0,0,0,0,0,0,0
1950,2,3,1,1,1,2,23,2,17,2,1,0,2,2,0,3,3,0,0,0,0,0,0
1995,4,0,2,0,0,4,594,51,631,72,55,32,1,4,6,8,0,0,0,0,0,0,0
1954,0,1,1,1,1,8,4,2,5,0,0,5,1,1,0,2,2,0,0,0,0,0,0
1983,0,1,0,1,0,6,18,3,19,3,3,6,2,2,0,3,3,0,0,0,0,0,0
1978,0,1,0,1,0,4,5,1,8,0,0,1,1,1,0,2,3,0,0,0,0,0,0
1985,2,1,1,1,0,7,171,3,129,26,24,62,4,6,1,6,3,0,0,0,0,0,0
1979,0,2,1,0,1,8,270,31,88,11,48,22,3,3,2,10,1,0,0,0,0,0,0
1982,2,0,2,0,0,1,712,26,538,69,13,80,1,3,6,11,0,0,1,1,0,0,1
1979,4,1,0,1,0,0,2,8,11,3,8,21,4,3,2,2,3,0,0,0,0,0,0
1963,2,2,0,1,2,3,21,12,12,0,3,3,3,2,0,4,1,0,0,0,0,0,0
1970,1,0,1,0,1,2,580,6,58,8,0,27,3,7,6,6,1,1,0,0,0,0,0
1968,0,1,1,1,1,5,368,24,68,38,0,88,6,8,2,6,3,0,0,0,0,0,0
1979,0,2,1,1,1,8,457,5,106,15,17,53,8,11,1,6,3,0,0,0,0,0,0
1962,0,0,1,0,1,3,229,7,137,4,0,91,5,4,2,8,2,0,0,0,0,0,0
1972,0,2,0,2,0,0,3,2,8,20,0,17,2,2,1,2,3,0,0,0,0,0,0
1984,0,0,0,1,0,8,24,3,26,7,1,23,3,3,1,2,4,1,0,0,0,0,0
1970,2,0,1,0,0,7,853,10,143,13,10,20,2,9,4,12,3,0,0,0,0,0,0
1986,0,0,0,0,0,5,5,1,6,3,4,3,1,0,0,3,1,0,0,0,0,0,0
1974,0,2,0,1,0,8,3,3,7,6,2,9,1,1,0,2,3,0,0,0,0,0,0
1946,1,1,1,2,1,5,406,0,30,0,0,8,7,8,2,5,3,0,0,0,1,0,0
1981,0,3,1,0,0,9,908,48,217,32,12,24,1,2,3,13,2,0,1,0,0,0,0
1956,2,1,2,0,1,0,428,30,214,80,30,61,2,6,5,10,1,0,0,0,0,0,0
1954,1,2,1,1,1,4,84,3,61,2,1,21,3,3,1,4,3,0,0,0,0,0,1
